 Date Time CO OZ NO2 NO
 10.02.13 12:00 0.08 0.08 0.18 0.04
 -------- 13:00 0.08 0.06 0.19 0.06
 -------- 14:00 0.10 0.04 0.19 0.07
 -------- 15:00 0.09 0.02 0.20 0.09
 -------- 16:00 0.12 0.03 0.19 0.09
 10.02.13 17:00 0.11 0.02 0.20 0.08
 -------- 18:00 0.12 0.01 0.22 0.08
 -------- 19:00 0.15 0.01 0.21 0.09
 -------- 20:00 0.13 0.01 0.22 0.08
 -------- 21:00 0.11 0.01 0.20 0.06
 10.02.13 22:00 0.09 0.01 0.19 0.05
 -------- 23:00 0.11 0.01 0.20 0.06
 -------- 00:00 0.11 0.01 0.20 0.06
 -------- 01:00 0.08 0.03 0.17 0.05
 -------- 02:00 0.07 0.02 0.17 0.05
 11.02.13 03:00 0.06 0.03 0.17 0.03
 -------- 04:00 0.05 0.06 0.17 0.03
 -------- 05:00 0.06 0.03 0.20 0.05
 -------- 06:00 0.09 0.01 0.20 0.07
 -------- 07:00 0.15 0.01 0.23 0.16
 11.02.13 08:00 0.19 0.01 0.25 0.19
 -------- 09:00 0.19 0.01 0.28 0.17
 -------- 10:00 0.20 0.01 0.31 0.24
 -------- 11:00 0.23 0.01 0.29 0.26
 -------- 12:00 0.27 0.01 0.34 0.38
 11.02.13 13:00 0.20 0.01 0.33 0.30
 -------- 14:00 0.17 0.01 0.30 0.22
 -------- 15:00 0.15 0.01 0.29 0.20
 -------- 16:00 0.14 0.01 0.28 0.20
 -------- 17:00 0.13 0.01 0.26 0.13
 11.02.13 18:00 0.09 0.01 0.24 0.10
 -------- 19:00 0.08 0.01 0.22 0.09
 -------- 20:00 0.05 0.01 0.19 0.07
 -------- 21:00 0.08 0.01 0.17 0.06
 -------- 22:00 0.08 0.01 0.17 0.06
 11.02.13 23:00 0.07 0.01 0.17 0.03
 -------- 00:00 0.05 0.01 0.17 0.03
 -------- 01:00 0.04 0.01 0.17 0.03
 -------- 02:00 0.04 0.05 0.13 0.02
 -------- 03:00 0.02 0.08 0.13 0.02
 12.02.13 04:00 0.02 0.13 0.11 0.01
 -------- 05:00 0.03 0.11 0.15 0.01
 -------- 06:00 0.04 0.08 0.14 0.02
 -------- 07:00 0.07 0.06 0.14 0.02
 -------- 08:00 0.06 0.06 0.13 0.02
 12.02.13 09:00 0.07 0.04 0.13 0.03
 -------- 10:00 0.07 0.04 0.14 0.03
 -------- 11:00 0.09 0.07 0.12 0.03
 -------- 12:00 0.04 0.13 0.09 0.02
