 Date Time CO OZ NO2 NO
 21.01.13 12:00 0.10 0.04 0.17 0.12
 -------- 13:00 0.10 0.06 0.17 0.10
 -------- 14:00 0.10 0.07 0.16 0.09
 -------- 15:00 0.09 0.09 0.17 0.08
 -------- 16:00 0.07 0.08 0.18 0.07
 21.01.13 17:00 0.10 0.07 0.20 0.08
 -------- 18:00 0.09 0.06 0.21 0.08
 -------- 19:00 0.09 0.09 0.21 0.04
 -------- 20:00 0.08 0.13 0.20 0.04
 -------- 21:00 0.11 0.11 0.21 0.05
 21.01.13 22:00 0.07 0.12 0.19 0.03
 -------- 23:00 0.06 0.17 0.15 0.02
 -------- 00:00 0.05 0.16 0.16 0.02
 -------- 01:00 0.04 0.20 0.14 0.02
 -------- 02:00 0.05 0.24 0.13 0.01
 22.01.13 03:00 0.04 0.25 0.13 0.02
 -------- 04:00 0.04 0.25 0.14 0.02
 -------- 05:00 0.05 0.25 0.13 0.01
 -------- 06:00 0.07 0.12 0.24 0.04
 -------- 07:00 0.11 0.03 0.31 0.07
 22.01.13 08:00 0.11 0.06 0.29 0.08
 -------- 09:00 0.13 0.05 0.31 0.10
 -------- 10:00 0.15 0.04 0.30 0.11
 -------- 11:00 0.12 0.07 0.28 0.12
 -------- 12:00 0.10 0.06 0.32 0.19
 22.01.13 13:00 0.10 0.08 0.27 0.13
 -------- 14:00 0.14 0.07 0.31 0.19
 -------- 15:00 0.19 0.04 0.38 0.26
 -------- 16:00 0.17 0.04 0.36 0.22
 -------- 17:00 0.15 0.04 0.32 0.15
 22.01.13 18:00 0.18 0.02 0.35 0.18
 -------- 19:00 0.15 0.01 0.35 0.16
 -------- 20:00 0.10 0.04 0.29 0.08
 -------- 21:00 0.15 0.01 0.34 0.13
 -------- 22:00 0.11 0.05 0.27 0.07
 22.01.13 23:00 0.09 0.05 0.28 0.08
 -------- 00:00 0.11 0.03 0.29 0.06
 -------- 01:00 0.07 0.06 0.25 0.03
 -------- 02:00 0.05 0.06 0.25 0.02
 -------- 03:00 0.04 0.09 0.23 0.01
