 Date Time CO OZ NO2 NO PM10
 17.12.12 00:00 0.10 ---- 0.33 0.08 0.08
 -------- 01:00 0.10 ---- 0.33 0.08 0.08
 -------- 02:00 0.10 ---- 0.33 0.10 0.09
 -------- 03:00 0.10 ---- 0.33 0.09 0.10
 -------- 04:00 0.10 ---- 0.34 0.12 0.11
 17.12.12 05:00 0.11 ---- 0.36 0.19 0.10
 -------- 06:00 0.09 ---- 0.36 0.15 0.12
 -------- 07:00 0.08 ---- 0.36 0.13 0.08
 -------- 08:00 0.12 ---- 0.37 0.20 0.08
 -------- 09:00 0.12 ---- 0.36 0.16 0.08
 17.12.12 10:00 0.11 0.01 0.36 0.11 0.05
 -------- 11:00 0.27 ---- 0.49 0.51 0.20
 -------- 12:00 0.21 0.01 0.47 0.34 0.17
 -------- 13:00 0.15 0.01 0.44 0.23 0.11
 -------- 14:00 0.18 0.01 0.48 0.28 0.13
 17.12.12 15:00 0.14 0.01 0.44 0.19 0.11
 -------- 16:00 0.13 0.01 0.42 0.15 0.09
 -------- 17:00 0.09 ---- 0.40 0.08 0.07
 -------- 18:00 0.09 ---- 0.38 0.08 0.07
 -------- 19:00 0.09 ---- 0.37 0.08 0.07
 17.12.12 20:00 0.07 0.01 0.32 0.04 0.07
 -------- 21:00 0.08 ---- 0.32 0.06 0.06
 -------- 22:00 0.08 ---- 0.31 0.07 0.06
 -------- 23:00 0.08 ---- 0.32 0.10 0.08
