 Date Time CO OZ NO2 NO PM10
 04.12.12 23:00 0.04 0.09 0.12 0.01 0.03
 -------- 00:00 0.04 0.09 0.13 0.01 0.03
 -------- 01:00 0.04 0.11 0.11 0.01 0.03
 -------- 02:00 0.04 0.11 0.10 0.01 0.03
 -------- 03:00 0.04 0.08 0.14 0.01 0.03
 05.12.12 04:00 0.04 0.12 0.11 0.00 0.03
 -------- 05:00 0.04 0.13 0.10 0.00 0.02
 -------- 06:00 0.04 0.10 0.12 0.00 0.03
 -------- 07:00 0.06 0.08 0.18 0.01 0.03
 -------- 08:00 0.06 0.10 0.18 0.01 0.03
 05.12.12 09:00 0.06 0.08 0.22 0.02 0.03
 -------- 10:00 0.06 0.09 0.22 0.02 0.03
 -------- 11:00 0.07 0.10 0.20 0.03 0.03
 -------- 12:00 0.06 0.11 0.18 0.03 0.03
 -------- 13:00 0.04 0.13 0.15 0.03 0.03
 05.12.12 14:00 0.04 0.14 0.15 0.02 0.03
 -------- 15:00 0.06 0.08 0.23 0.04 0.04
 -------- 16:00 0.05 0.08 0.24 0.03 0.04
 -------- 17:00 0.07 0.06 0.29 0.03 0.04
 -------- 18:00 0.08 0.01 0.34 0.04 0.04
 05.12.12 19:00 0.07 0.03 0.31 0.03 0.03
 -------- 20:00 0.07 0.04 0.30 0.02 0.03
 -------- 21:00 0.07 0.02 0.33 0.03 0.04
 -------- 22:00 0.06 0.03 0.29 0.02 0.03
 -------- 23:00 0.06 0.02 0.32 0.04 0.03
 06.12.12 00:00 0.06 0.01 0.34 0.05 0.04
 -------- 01:00 0.07 ---- 0.37 0.14 0.07
 -------- 02:00 0.06 ---- 0.34 0.09 0.04
 -------- 03:00 0.05 ---- 0.34 0.07 0.04
 -------- 04:00 0.04 ---- 0.32 0.06 0.04
 06.12.12 05:00 0.05 ---- 0.30 0.06 0.05
 -------- 06:00 0.04 ---- 0.28 0.05 0.05
 -------- 07:00 0.07 ---- 0.30 0.09 0.05
 -------- 08:00 0.10 ---- 0.30 0.08 0.05
 -------- 09:00 0.08 ---- 0.29 0.08 0.05
 06.12.12 10:00 0.09 ---- 0.29 0.10 0.06
 -------- 11:00 0.09 ---- 0.29 0.10 0.06
 -------- 12:00 0.11 ---- 0.31 0.14 0.07
 -------- 13:00 0.10 ---- 0.29 0.11 0.08
 -------- 14:00 0.10 ---- 0.28 0.12 0.09
 06.12.12 15:00 0.09 0.01 0.26 0.06 0.08
 -------- 16:00 0.08 0.03 0.23 0.03 0.06
 -------- 17:00 0.08 0.01 0.28 0.07 0.07
 -------- 18:00 0.07 0.01 0.27 0.07 0.06
 -------- 19:00 0.07 0.01 0.25 0.04 0.05
 06.12.12 20:00 0.06 0.01 0.24 0.04 0.05
 -------- 21:00 0.07 ---- 0.27 0.06 0.07
 -------- 22:00 0.07 ---- 0.27 0.07 0.07
