 Date Time CO OZ NO2 NO PM10
 14.10.12 12:00 0.06 0.07 0.20 0.03 0.06
 -------- 13:00 0.06 0.08 0.19 0.02 0.05
 -------- 14:00 0.06 0.07 0.21 0.02 0.06
 -------- 15:00 0.08 0.06 0.23 0.03 0.06
 -------- 16:00 0.08 0.05 0.23 0.03 0.07
 14.10.12 17:00 0.08 0.03 0.26 0.05 0.08
 -------- 18:00 0.10 0.02 0.29 0.06 0.09
 -------- 19:00 0.17 ---- 0.32 0.14 0.12
 -------- 20:00 0.12 0.01 0.31 0.08 0.09
 -------- 21:00 0.10 ---- 0.30 0.04 0.09
 14.10.12 22:00 0.07 0.04 0.25 0.02 0.07
 -------- 23:00 0.06 0.06 0.22 0.01 0.06
 -------- 00:00 0.05 0.08 0.19 0.01 0.05
 -------- 01:00 0.04 0.09 0.18 0.00 0.04
 -------- 02:00 0.04 0.09 0.17 0.00 0.04
 15.10.12 03:00 0.05 0.08 0.17 0.01 0.04
 -------- 04:00 0.07 0.01 0.27 0.04 0.06
 -------- 05:00 0.08 ---- 0.28 0.08 0.06
 -------- 06:00 0.10 ---- 0.28 0.14 0.07
 -------- 07:00 0.09 ---- 0.27 0.12 0.06
 15.10.12 08:00 0.16 ---- 0.29 0.18 0.07
 -------- 09:00 0.21 ---- 0.32 0.26 0.10
 -------- 10:00 0.21 ---- 0.34 0.26 0.13
 -------- 11:00 0.21 ---- 0.35 0.27 0.16
 -------- 12:00 0.16 0.01 0.34 0.18 0.13
 15.10.12 13:00 0.10 0.03 0.29 0.09 0.10
 -------- 14:00 0.08 0.07 0.26 0.07 0.08
 -------- 15:00 0.06 0.10 0.22 0.03 0.07
 -------- 16:00 0.07 0.07 0.26 0.03 0.09
 -------- 17:00 0.07 0.07 0.30 0.03 0.09
 15.10.12 18:00 0.05 0.17 0.21 0.01 0.06
 -------- 19:00 0.07 0.15 0.22 0.03 0.06
 -------- 20:00 0.08 0.08 0.28 0.02 0.06
 -------- 21:00 0.07 0.07 0.26 0.02 0.05
 -------- 22:00 0.06 0.06 0.24 0.02 0.05
 15.10.12 23:00 0.05 0.04 0.24 0.01 0.06
 -------- 00:00 0.05 0.07 0.22 0.01 0.06
 -------- 01:00 0.05 0.09 0.18 0.01 0.06
 -------- 02:00 0.04 0.12 0.14 0.00 0.06
 -------- 03:00 0.04 0.10 0.17 0.04 0.06
 16.10.12 04:00 0.05 0.10 0.14 0.01 0.05
 -------- 05:00 0.04 0.11 0.10 0.00 0.05
 -------- 06:00 0.04 0.07 0.14 0.01 0.05
 -------- 07:00 0.07 0.04 0.18 0.01 0.07
 -------- 08:00 0.09 0.01 0.23 0.03 0.07
 16.10.12 09:00 0.08 0.01 0.24 0.04 0.09
 -------- 10:00 0.11 ---- 0.25 0.07 0.09
 -------- 11:00 0.09 ---- 0.26 0.08 0.10
