 Date Time CO OZ NO2 NO PM10
 07.12.12 00:00 0.05 0.04 0.19 0.01 0.04
 -------- 01:00 0.04 0.07 0.15 0.01 0.03
 -------- 02:00 0.04 0.08 0.14 0.01 0.03
 -------- 03:00 0.04 0.10 0.11 0.01 0.03
 -------- 04:00 0.04 0.09 0.12 0.00 0.03
 07.12.12 05:00 0.04 0.09 0.12 0.00 0.02
 -------- 06:00 0.04 0.07 0.16 0.00 0.02
 -------- 07:00 0.05 0.07 0.17 0.01 0.03
 -------- 08:00 0.06 0.04 0.20 0.03 0.03
 -------- 09:00 0.06 0.03 0.22 0.03 0.04
 07.12.12 10:00 0.06 0.04 0.20 0.03 0.04
 -------- 11:00 0.06 0.03 0.23 0.05 0.05
 -------- 12:00 0.06 0.03 0.23 0.04 0.04
 -------- 13:00 0.07 0.02 0.27 0.07 0.05
 -------- 14:00 0.07 0.01 0.26 0.08 0.06
 07.12.12 15:00 0.07 0.01 0.26 0.07 0.06
 -------- 16:00 0.09 ---- 0.28 0.11 0.07
 -------- 17:00 0.08 ---- 0.27 0.06 0.06
 -------- 18:00 0.09 ---- 0.27 0.07 0.06
 -------- 19:00 0.06 0.01 0.22 0.03 0.05
 07.12.12 20:00 0.06 0.01 0.20 0.02 0.05
 -------- 21:00 0.08 ---- 0.19 0.03 0.06
 -------- 22:00 0.07 ---- 0.19 0.04 0.05
 -------- 23:00 0.07 ---- 0.19 0.06 0.05
 -------- 00:00 0.07 ---- 0.19 0.06 0.05
 08.12.12 01:00 0.06 ---- 0.19 0.04 0.04
 -------- 02:00 0.06 ---- 0.21 0.06 0.05
 -------- 03:00 0.06 ---- 0.21 0.06 0.05
 -------- 04:00 0.06 ---- 0.19 0.05 0.08
 -------- 05:00 0.06 ---- 0.19 0.04 0.06
 08.12.12 06:00 0.07 ---- 0.19 0.06 0.05
 -------- 07:00 0.07 ---- 0.20 0.07 0.04
 -------- 08:00 0.07 ---- 0.20 0.07 0.05
 -------- 09:00 0.08 ---- 0.21 0.09 0.06
 -------- 10:00 0.08 ---- 0.21 0.11 0.08
 08.12.12 11:00 0.08 ---- 0.19 0.10 0.08
 -------- 12:00 0.10 ---- 0.20 0.15 0.07
 -------- 13:00 0.11 ---- 0.23 0.20 0.09
 -------- 14:00 0.12 ---- 0.22 0.19 0.10
 -------- 15:00 0.10 ---- 0.21 0.17 0.10
 08.12.12 16:00 0.10 ---- 0.21 0.16 0.11
 -------- 17:00 0.11 ---- 0.22 0.19 0.12
 -------- 18:00 0.11 ---- 0.21 0.17 0.10
 -------- 19:00 0.08 ---- 0.20 0.15 0.08
 -------- 20:00 0.10 ---- 0.21 0.18 0.08
 08.12.12 21:00 0.10 ---- 0.20 0.16 0.10
 -------- 22:00 0.08 ---- 0.19 0.13 0.09
 -------- 23:00 0.10 ---- 0.22 0.19 0.09
