 Date Time CO OZ NO2 NO PM10
 23.12.12 12:00 0.13 0.02 0.34 0.12 0.14
 -------- 13:00 0.14 0.02 0.37 0.15 0.13
 -------- 14:00 0.15 0.02 0.40 0.17 0.11
 -------- 15:00 0.19 0.01 0.42 0.19 0.14
 -------- 16:00 0.15 0.01 0.41 0.14 0.11
 23.12.12 17:00 0.13 ---- 0.42 0.10 0.09
 -------- 18:00 0.13 ---- 0.44 0.12 0.08
 -------- 19:00 0.13 ---- 0.42 0.10 0.07
 -------- 20:00 0.13 ---- 0.40 0.07 0.07
 -------- 21:00 0.12 ---- 0.41 0.08 0.07
 23.12.12 22:00 0.11 0.01 0.40 0.07 0.06
 -------- 23:00 0.15 ---- 0.44 0.16 0.08
 -------- 00:00 0.15 ---- 0.45 0.18 0.08
 -------- 01:00 0.17 ---- 0.46 0.24 0.10
 -------- 02:00 0.14 ---- 0.44 0.17 0.08
 24.12.12 03:00 0.16 ---- 0.46 0.28 0.11
 -------- 04:00 0.13 ---- 0.46 0.19 0.06
 -------- 05:00 0.13 ---- 0.48 0.25 0.08
 -------- 06:00 0.09 ---- 0.45 0.17 0.06
 -------- 07:00 0.10 ---- 0.47 0.21 0.08
 24.12.12 08:00 0.17 ---- 0.55 0.37 0.11
 -------- 09:00 0.24 ---- 0.56 0.39 0.10
 -------- 10:00 0.23 ---- 0.57 0.33 0.11
 -------- 11:00 0.31 ---- 0.62 0.52 0.16
 -------- 12:00 0.25 0.01 0.55 0.39 0.12
 24.12.12 13:00 0.22 0.01 0.48 0.26 0.08
 -------- 14:00 0.27 0.01 0.49 0.27 0.11
 -------- 15:00 0.27 0.01 0.50 0.26 0.12
 -------- 16:00 0.21 ---- 0.50 0.23 0.12
 -------- 17:00 0.17 ---- 0.49 0.24 0.12
 24.12.12 18:00 0.17 ---- 0.48 0.27 0.13
 -------- 19:00 0.14 ---- 0.44 0.20 0.11
 -------- 20:00 0.14 ---- 0.43 0.20 0.10
 -------- 21:00 0.13 ---- 0.42 0.18 0.11
 -------- 22:00 0.11 ---- 0.40 0.15 0.08
 24.12.12 23:00 0.10 ---- 0.39 0.11 0.07
 -------- 00:00 0.08 ---- 0.38 0.07 0.07
 -------- 01:00 0.06 0.01 0.35 0.03 0.05
 -------- 02:00 0.06 0.01 0.34 0.03 0.05
 -------- 03:00 0.06 0.01 0.33 0.03 0.05
 25.12.12 04:00 0.06 0.01 0.32 0.03 0.05
 -------- 05:00 0.06 0.03 0.29 0.02 0.05
 -------- 06:00 0.06 ---- 0.34 0.05 0.06
 -------- 07:00 0.07 ---- 0.35 0.06 0.05
 -------- 08:00 0.08 ---- 0.35 0.07 0.05
 25.12.12 09:00 0.08 ---- 0.33 0.06 0.05
 -------- 10:00 0.08 0.01 0.32 0.06 0.06
 -------- 11:00 0.08 0.01 0.32 0.07 0.05
