 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 01.04.13 12:00 0.05 0.09 ---- 0.01 0.04 1.59 0.82 0.09
 -------- 13:00 0.04 0.06 ---- 0.14 0.09 1.56 0.40 0.06
 -------- 14:00 0.03 ---- ---- 0.29 0.13 1.57 0.03 0.03
 -------- 15:00 0.03 ---- ---- 0.37 0.11 1.57 0.02 0.04
 -------- 16:00 0.08 ---- ---- 0.34 0.13 1.59 0.02 0.05
 01.04.13 17:00 0.04 ---- ---- 0.28 0.16 1.60 0.03 0.06
 -------- 18:00 0.05 ---- ---- 0.25 0.17 1.60 0.03 0.06
 -------- 19:00 0.08 ---- ---- 0.22 0.20 1.62 0.03 0.06
 -------- 20:00 0.08 ---- ---- 0.23 0.20 1.63 0.02 0.06
 -------- 21:00 0.09 ---- ---- 0.19 0.24 1.64 0.02 0.07
 01.04.13 22:00 0.11 ---- ---- 0.12 0.30 1.67 0.03 0.06
 -------- 23:00 0.12 ---- ---- 0.10 0.34 1.71 0.06 0.09
 -------- 00:00 0.10 ---- ---- 0.11 0.36 1.70 0.03 0.08
 -------- 01:00 0.12 ---- ---- 0.11 0.33 1.70 0.05 0.07
 -------- 02:00 0.12 ---- ---- 0.21 0.27 1.66 0.03 0.07
 02.04.13 03:00 0.09 ---- ---- 0.15 0.28 1.74 0.02 0.06
 -------- 04:00 0.11 ---- ---- 0.13 0.30 1.74 0.02 0.05
 -------- 05:00 0.13 ---- ---- 0.10 0.31 1.71 0.05 0.13
 -------- 06:00 0.16 ---- ---- 0.08 0.30 1.72 0.10 0.05
 -------- 07:00 0.08 ---- ---- 0.10 0.30 1.65 0.08 0.04
 02.04.13 08:00 0.07 ---- ---- 0.12 0.30 1.64 0.05 0.04
 -------- 09:00 0.06 ---- ---- 0.21 0.21 1.63 0.05 0.02
 -------- 10:00 0.03 ---- ---- 0.33 0.17 1.61 0.04 0.01
 -------- 11:00 0.02 ---- ---- 0.41 0.14 1.61 0.05 0.01
 -------- 12:00 0.02 0.03 0.50 0.46 0.15 1.61 0.04 0.02
 02.04.13 13:00 ---- 0.02 0.12 0.58 0.11 1.57 0.04 0.02
 -------- 14:00 0.04 0.01 ---- 0.61 0.11 1.58 0.03 0.11
 -------- 15:00 0.07 0.01 ---- 0.64 0.11 1.61 0.02 0.02
 -------- 16:00 0.08 0.00 ---- 0.64 0.13 1.59 0.02 0.03
 -------- 17:00 0.08 0.01 ---- 0.62 0.15 1.60 0.02 0.03
 02.04.13 18:00 0.09 0.01 ---- 0.47 0.24 1.65 0.02 0.04
 -------- 19:00 0.09 0.01 0.12 0.38 0.28 1.66 0.02 0.04
 -------- 20:00 0.11 0.02 0.29 0.28 0.37 1.71 0.02 0.04
 -------- 21:00 0.09 0.02 0.46 0.41 0.26 1.64 0.02 0.03
 -------- 22:00 0.09 0.02 0.29 0.38 0.28 1.66 0.01 0.03
 02.04.13 23:00 0.08 0.02 0.54 0.48 0.22 1.71 0.01 0.03
 -------- 00:00 0.08 0.02 0.44 0.48 0.21 1.67 0.01 0.03
 -------- 01:00 0.08 0.02 0.25 0.39 0.26 1.63 0.01 0.04
 -------- 02:00 0.08 0.02 0.29 0.39 0.25 1.62 0.01 0.04
 -------- 03:00 0.08 0.02 0.38 0.44 0.22 1.64 0.01 0.04
 03.04.13 04:00 0.08 0.02 0.46 0.45 0.19 1.67 0.01 0.04
 -------- 05:00 0.09 0.02 0.46 0.39 0.23 1.66 0.01 0.04
 -------- 06:00 0.10 0.02 0.67 0.28 0.30 1.81 0.02 0.04
 -------- 07:00 0.07 0.03 0.83 0.23 0.34 1.81 0.02 0.04
 -------- 08:00 0.10 0.05 1.33 0.11 0.40 1.76 0.06 0.05
 03.04.13 09:00 0.12 0.05 1.42 0.12 0.38 1.71 0.07 0.05
 -------- 10:00 0.12 0.05 1.38 0.13 0.35 1.72 0.10 0.06
 -------- 11:00 0.13 0.06 1.67 0.15 0.34 1.74 0.12 0.08
