 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 25.02.13 00:00 0.04 0.01 0.38 0.20 0.30 1.70 0.01 0.06
 -------- 01:00 0.04 0.01 0.38 0.25 0.28 1.65 0.01 0.05
 -------- 02:00 0.03 0.01 0.58 0.23 0.29 1.70 0.00 0.05
 -------- 03:00 0.02 0.01 1.04 0.22 0.28 1.75 0.01 0.05
 -------- 04:00 0.02 0.01 0.42 0.32 0.21 1.64 0.01 0.05
 25.02.13 05:00 0.02 0.01 0.54 0.27 0.25 1.69 0.01 0.05
 -------- 06:00 0.03 0.01 0.83 0.12 0.36 1.74 0.02 0.05
 -------- 07:00 0.06 0.01 0.67 0.13 0.36 1.75 0.02 0.05
 -------- 08:00 0.09 0.01 0.79 0.04 0.42 1.80 0.04 0.06
 -------- 09:00 0.09 0.01 0.79 0.07 0.40 1.77 0.09 0.06
 25.02.13 10:00 0.11 0.01 0.54 0.15 0.34 1.78 0.09 0.06
 -------- 11:00 0.09 0.02 0.42 0.22 0.29 1.73 0.09 0.06
 -------- 12:00 0.07 0.02 0.25 0.27 0.27 1.71 0.08 0.06
 -------- 13:00 0.06 0.02 0.17 0.32 0.25 1.69 0.07 0.06
 -------- 14:00 0.06 0.01 0.19 0.39 0.23 1.63 0.06 0.06
 25.02.13 15:00 0.06 0.01 0.21 0.41 0.23 1.63 0.04 0.07
 -------- 16:00 0.06 0.01 ---- 0.48 0.20 1.58 0.02 0.06
 -------- 17:00 0.06 0.01 0.19 0.42 0.23 1.60 0.02 0.05
 -------- 18:00 0.06 0.01 0.12 0.41 0.24 1.59 0.02 0.04
 -------- 19:00 0.09 0.01 0.12 0.27 0.36 1.59 0.03 0.06
 25.02.13 20:00 0.10 0.01 ---- 0.24 0.35 1.58 0.01 0.05
 -------- 21:00 0.10 0.02 0.17 0.27 0.31 1.63 0.01 0.06
 -------- 22:00 0.10 0.01 0.42 0.20 0.36 1.69 0.01 0.06
 -------- 23:00 0.10 0.01 0.58 0.16 0.39 1.72 0.01 0.05
 -------- 00:00 0.09 0.01 0.42 0.17 0.38 1.72 0.01 0.05
 26.02.13 01:00 0.08 0.02 1.25 0.23 0.32 1.77 0.01 0.05
 -------- 02:00 0.08 0.02 1.25 0.22 0.33 1.78 0.01 0.04
 -------- 03:00 0.08 0.01 0.75 0.31 0.26 1.71 0.01 0.04
 -------- 04:00 0.08 0.01 0.62 0.28 0.27 1.72 0.01 0.04
 -------- 05:00 0.08 0.01 0.58 0.19 0.34 1.73 0.01 0.04
 26.02.13 06:00 0.09 0.01 0.42 0.17 0.36 1.71 0.01 0.04
 -------- 07:00 0.13 0.01 0.29 0.04 0.41 1.77 0.15 0.05
 -------- 08:00 0.21 0.01 0.21 0.01 0.39 1.85 0.29 0.07
 -------- 09:00 0.17 0.01 0.12 0.03 0.40 1.83 0.24 0.07
 -------- 10:00 0.14 0.01 0.50 0.10 0.39 1.84 0.17 0.07
 26.02.13 11:00 0.11 0.02 0.58 0.18 0.34 1.79 0.14 0.09
 -------- 12:00 0.10 0.02 0.46 0.22 0.33 1.79 0.13 0.09
 -------- 13:00 0.09 0.02 0.50 0.29 0.28 1.70 0.09 0.08
 -------- 14:00 0.06 0.02 0.54 0.38 0.24 1.63 0.06 0.05
 -------- 15:00 0.06 0.01 0.29 0.45 0.20 1.59 0.04 0.04
 26.02.13 16:00 0.05 0.01 0.12 0.52 0.17 1.54 0.02 0.04
 -------- 17:00 0.06 0.01 0.12 0.46 0.22 1.57 0.02 0.04
 -------- 18:00 0.06 0.01 ---- 0.44 0.24 1.57 0.01 0.04
 -------- 19:00 0.05 0.01 0.12 0.34 0.30 1.54 0.01 0.04
 -------- 20:00 0.05 0.01 0.12 0.29 0.32 1.53 0.02 0.05
 26.02.13 21:00 0.04 0.01 ---- 0.36 0.26 1.51 0.01 0.04
 -------- 22:00 0.04 0.01 ---- 0.46 0.20 1.53 0.01 0.05
 -------- 23:00 0.03 0.01 ---- 0.42 0.21 1.51 0.01 0.04
