 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 02.03.13 00:00 0.06 0.00 ---- 0.14 0.23 1.55 0.01 0.02
 -------- 01:00 0.04 0.01 0.25 0.24 0.15 1.53 0.01 0.01
 -------- 02:00 0.04 0.02 0.54 0.30 0.13 1.52 0.01 0.02
 -------- 03:00 0.04 0.01 0.12 0.39 0.10 1.50 0.00 0.02
 -------- 04:00 0.04 0.02 0.42 0.42 0.07 1.50 0.01 0.02
 02.03.13 05:00 0.04 0.02 0.50 0.42 0.07 1.50 0.01 0.02
 -------- 06:00 0.04 0.01 0.12 0.39 0.10 1.50 0.01 0.02
 -------- 07:00 0.05 0.02 0.29 0.40 0.10 1.50 0.01 0.02
 -------- 08:00 0.05 0.02 0.50 0.40 0.12 1.52 0.02 0.05
 -------- 09:00 0.06 0.01 0.31 0.37 0.13 1.52 0.01 0.02
 02.03.13 10:00 0.06 0.01 0.19 0.39 0.13 1.52 0.02 0.03
 -------- 11:00 0.06 0.02 0.38 0.42 0.10 1.52 0.02 0.03
 -------- 12:00 0.06 0.02 0.38 0.43 0.09 1.53 0.02 0.02
 -------- 13:00 0.06 0.01 0.12 0.48 0.08 1.51 0.03 0.04
 -------- 14:00 0.06 0.02 0.33 0.45 0.10 1.54 0.03 0.03
 02.03.13 15:00 0.06 0.01 0.12 0.50 0.10 1.51 0.02 0.03
 -------- 16:00 0.06 0.02 0.25 0.50 0.13 1.51 0.04 0.03
 -------- 17:00 0.06 0.01 0.31 0.49 0.11 1.52 0.01 0.02
 -------- 18:00 0.06 0.01 0.12 0.48 0.12 1.51 0.01 0.02
 -------- 19:00 0.04 0.01 0.25 0.38 0.20 1.55 0.01 0.03
 02.03.13 20:00 0.04 0.02 0.38 0.36 0.20 1.54 0.01 0.03
 -------- 21:00 0.04 0.02 0.38 0.31 0.24 1.54 0.01 0.02
 -------- 22:00 0.06 0.02 0.38 0.21 0.29 1.57 0.01 0.03
 -------- 23:00 0.06 0.02 0.42 0.21 0.28 1.63 0.03 0.03
 -------- 00:00 0.06 0.01 0.25 0.19 0.29 1.62 0.01 0.02
 03.03.13 01:00 0.06 0.01 0.25 0.13 0.33 1.64 0.01 0.02
 -------- 02:00 0.16 0.02 0.38 0.03 0.34 1.76 0.18 0.04
 -------- 03:00 0.19 0.02 0.58 0.01 0.27 1.93 0.35 0.09
 -------- 04:00 0.19 0.02 0.71 0.02 0.25 2.11 0.46 0.11
 -------- 05:00 0.19 0.02 0.67 0.02 0.25 2.21 0.48 0.10
 03.03.13 06:00 0.20 0.02 0.67 0.02 0.27 2.18 0.44 0.10
 -------- 07:00 0.23 0.02 0.83 0.01 0.28 2.10 0.38 0.09
 -------- 08:00 0.23 0.02 0.71 0.02 0.31 2.12 0.32 0.10
 -------- 09:00 0.21 0.02 0.71 0.04 0.30 2.06 0.25 0.11
 -------- 10:00 0.15 0.03 0.71 0.10 0.28 1.88 0.15 0.11
 03.03.13 11:00 0.12 0.03 0.71 0.21 0.25 1.73 0.10 0.06
 -------- 12:00 0.11 0.03 0.75 0.32 0.19 1.70 0.07 0.05
 -------- 13:00 0.09 0.04 0.50 0.40 0.14 1.61 0.04 0.04
 -------- 14:00 0.08 0.03 0.25 0.45 0.13 1.56 0.04 0.03
 -------- 15:00 0.09 0.03 0.54 0.38 0.16 1.57 0.06 0.05
 03.03.13 16:00 0.09 0.02 0.21 0.31 0.20 1.55 0.06 0.06
 -------- 17:00 0.08 0.03 0.38 0.33 0.20 1.53 0.04 0.08
 -------- 18:00 0.07 0.03 0.62 0.41 0.17 1.52 0.02 0.06
 -------- 19:00 0.09 0.03 0.42 0.10 0.37 1.54 0.07 0.05
 -------- 20:00 0.08 0.06 0.29 0.16 0.34 1.57 0.03 0.06
 03.03.13 21:00 0.06 0.25 0.83 0.28 0.26 1.69 0.01 0.08
 -------- 22:00 0.05 0.25 0.96 0.38 0.19 1.67 0.01 0.06
 -------- 23:00 0.04 0.15 0.75 0.49 0.12 1.65 0.01 0.04
