 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 26.02.13 00:00 0.09 0.01 0.42 0.17 0.38 1.72 0.01 0.05
 -------- 01:00 0.08 0.02 1.25 0.23 0.32 1.77 0.01 0.05
 -------- 02:00 0.08 0.02 1.25 0.22 0.33 1.78 0.01 0.04
 -------- 03:00 0.08 0.01 0.75 0.31 0.26 1.71 0.01 0.04
 -------- 04:00 0.08 0.01 0.62 0.28 0.27 1.72 0.01 0.04
 26.02.13 05:00 0.08 0.01 0.58 0.19 0.34 1.73 0.01 0.04
 -------- 06:00 0.09 0.01 0.42 0.17 0.36 1.71 0.01 0.04
 -------- 07:00 0.13 0.01 0.29 0.04 0.41 1.77 0.15 0.05
 -------- 08:00 0.21 0.01 0.21 0.01 0.39 1.85 0.29 0.07
 -------- 09:00 0.17 0.01 0.12 0.03 0.40 1.83 0.24 0.07
 26.02.13 10:00 0.14 0.01 0.50 0.10 0.39 1.84 0.17 0.07
 -------- 11:00 0.11 0.02 0.58 0.18 0.34 1.79 0.14 0.09
 -------- 12:00 0.10 0.02 0.46 0.22 0.33 1.79 0.13 0.09
 -------- 13:00 0.09 0.02 0.50 0.29 0.28 1.70 0.09 0.08
 -------- 14:00 0.06 0.02 0.54 0.38 0.24 1.63 0.06 0.05
 26.02.13 15:00 0.06 0.01 0.29 0.45 0.20 1.59 0.04 0.04
 -------- 16:00 0.05 0.01 0.12 0.52 0.17 1.54 0.02 0.04
 -------- 17:00 0.06 0.01 0.12 0.46 0.22 1.57 0.02 0.04
 -------- 18:00 0.06 0.01 ---- 0.44 0.24 1.57 0.01 0.04
 -------- 19:00 0.05 0.01 0.12 0.34 0.30 1.54 0.01 0.04
 26.02.13 20:00 0.05 0.01 0.12 0.29 0.32 1.53 0.02 0.05
 -------- 21:00 0.04 0.01 ---- 0.36 0.26 1.51 0.01 0.04
 -------- 22:00 0.04 0.01 ---- 0.46 0.20 1.53 0.01 0.05
 -------- 23:00 0.03 0.01 ---- 0.42 0.21 1.51 0.01 0.04
 -------- 00:00 0.04 0.01 ---- 0.40 0.23 1.51 0.01 0.04
 27.02.13 01:00 0.03 0.01 0.12 0.47 0.19 1.51 0.01 0.04
 -------- 02:00 0.02 0.01 0.12 0.52 0.14 1.50 0.01 0.04
 -------- 03:00 0.02 0.01 0.12 0.53 0.13 1.50 0.01 0.05
 -------- 04:00 0.02 0.01 0.12 0.54 0.11 1.51 0.01 0.04
 -------- 05:00 0.02 0.01 0.33 0.50 0.14 1.58 0.01 0.04
 27.02.13 06:00 0.03 0.01 0.38 0.43 0.18 1.57 0.01 0.04
 -------- 07:00 0.05 0.01 0.17 0.35 0.24 1.55 0.01 0.05
 -------- 08:00 0.07 0.01 0.21 0.27 0.29 1.54 0.01 0.06
 -------- 09:00 0.08 0.01 0.25 0.20 0.34 1.56 0.02 0.06
 -------- 10:00 0.08 0.01 0.21 0.26 0.27 1.56 0.02 0.06
 27.02.13 11:00 0.08 0.01 0.25 0.21 0.30 1.58 0.05 0.06
 -------- 12:00 0.07 0.02 0.25 0.30 0.24 1.57 0.03 0.08
 -------- 13:00 0.06 0.01 0.29 0.31 0.22 1.55 0.02 0.05
 -------- 14:00 0.06 0.02 0.25 0.28 0.22 1.54 0.03 0.05
 -------- 15:00 0.06 0.01 0.25 0.26 0.23 1.53 0.03 0.03
 27.02.13 16:00 0.07 0.00 ---- 0.18 0.27 1.57 0.03 0.05
 -------- 17:00 0.06 0.02 0.29 0.37 0.19 1.53 0.02 0.01
 -------- 18:00 0.07 0.03 0.54 0.32 0.23 1.54 0.02 0.02
 -------- 19:00 0.04 0.01 0.12 0.28 0.26 1.54 0.01 0.02
 -------- 20:00 0.05 0.02 0.38 0.27 0.25 1.54 0.01 0.05
 27.02.13 21:00 0.05 0.02 0.54 0.21 0.29 1.57 0.01 0.05
 -------- 22:00 0.05 0.02 0.54 0.31 0.21 1.54 0.01 0.03
 -------- 23:00 0.09 0.03 0.88 0.09 0.32 1.62 0.12 0.11
