 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 11.02.13 00:00 0.10 ---- ---- 0.08 0.14 1.64 0.04 0.05
 -------- 01:00 0.09 ---- ---- 0.10 0.12 1.63 0.03 0.04
 -------- 02:00 0.08 ---- ---- 0.09 0.13 1.62 0.03 0.03
 -------- 03:00 0.08 ---- ---- 0.08 0.14 1.64 0.03 0.03
 -------- 04:00 0.08 ---- ---- 0.10 0.12 1.63 0.03 0.03
 11.02.13 05:00 0.09 ---- ---- 0.14 0.13 1.61 0.03 0.03
 -------- 06:00 0.12 ---- ---- 0.03 0.18 1.72 0.08 0.05
 -------- 07:00 0.13 ---- ---- 0.03 0.17 1.71 0.10 0.06
 -------- 08:00 0.14 ---- ---- 0.01 0.14 1.75 0.12 0.06
 -------- 09:00 0.15 ---- ---- 0.01 0.14 1.74 0.13 0.07
 11.02.13 10:00 0.11 ---- ---- 0.02 0.12 1.68 0.09 0.07
 -------- 11:00 0.11 ---- ---- 0.04 0.13 1.68 0.07 0.09
 -------- 12:00 0.09 ---- ---- 0.02 0.15 1.68 0.07 0.08
 -------- 13:00 0.07 ---- ---- 0.04 0.17 1.64 0.09 0.08
 -------- 14:00 0.11 ---- ---- 0.09 0.14 1.62 0.08 0.04
 11.02.13 15:00 0.07 ---- ---- 0.05 0.16 1.79 0.09 0.07
 -------- 16:00 0.08 ---- ---- 0.01 0.17 1.99 0.15 0.08
 -------- 17:00 0.09 ---- ---- 0.04 0.15 1.74 0.07 0.05
 -------- 18:00 0.05 ---- ---- 0.02 0.17 1.62 0.06 0.09
 -------- 19:00 0.05 ---- ---- ---- 0.17 1.66 0.08 0.13
 11.02.13 20:00 0.04 ---- ---- 0.04 0.15 1.62 0.05 0.10
 -------- 21:00 0.05 ---- ---- 0.07 0.14 1.62 0.04 0.06
 -------- 22:00 0.04 ---- ---- 0.08 0.15 1.61 0.03 0.05
 -------- 23:00 0.03 ---- ---- 0.10 0.13 1.60 0.03 0.04
 -------- 00:00 0.02 0.00 0.12 0.12 0.13 1.60 0.02 0.04
 12.02.13 01:00 0.02 0.01 0.25 0.17 0.12 1.58 0.01 0.05
 -------- 02:00 0.04 0.01 0.21 0.16 0.18 1.59 0.02 0.04
 -------- 03:00 0.02 0.01 0.21 0.13 0.20 1.64 0.01 0.05
 -------- 04:00 0.02 0.01 0.29 0.12 0.17 1.68 0.01 0.04
 -------- 05:00 0.02 0.01 0.29 0.12 0.16 1.92 0.01 0.03
 12.02.13 06:00 0.02 0.01 0.25 0.14 0.14 1.81 0.01 0.03
 -------- 07:00 0.05 0.01 0.12 0.11 0.14 1.60 0.01 0.03
 -------- 08:00 0.07 0.01 0.12 0.08 0.16 1.64 0.02 0.03
 -------- 09:00 0.07 0.01 0.17 0.10 0.15 1.63 0.03 0.03
 -------- 10:00 0.06 0.01 0.17 0.16 0.14 1.62 0.02 0.04
 12.02.13 11:00 0.06 0.01 0.12 0.22 0.14 1.66 0.02 0.04
 -------- 12:00 0.05 0.01 0.12 0.37 0.10 1.60 0.02 0.03
 -------- 13:00 0.06 0.01 0.12 0.39 0.13 1.63 0.02 0.03
 -------- 14:00 0.05 0.01 0.12 0.40 0.12 1.59 0.02 0.03
 -------- 15:00 0.06 0.01 0.12 0.36 0.15 1.63 0.02 0.04
 12.02.13 16:00 0.06 0.01 0.12 0.36 0.14 1.67 0.01 0.05
 -------- 17:00 0.06 0.01 0.12 0.35 0.15 1.62 0.02 0.05
 -------- 18:00 0.06 0.01 0.12 0.31 0.17 1.61 0.02 0.05
 -------- 19:00 0.07 0.00 0.12 0.29 0.18 1.62 0.01 0.06
 -------- 20:00 0.07 0.00 0.12 0.30 0.16 1.64 0.01 0.06
 12.02.13 21:00 0.07 0.00 0.12 0.29 0.16 1.65 0.01 0.06
 -------- 22:00 0.07 0.01 0.12 0.26 0.17 1.69 0.01 0.06
 -------- 23:00 0.07 0.00 0.12 0.21 0.20 1.75 0.01 0.07
