 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 24.01.13 00:00 0.09 0.01 0.19 0.12 0.26 1.56 0.03 0.02
 -------- 01:00 0.11 0.01 0.17 0.04 0.31 1.74 0.17 0.04
 -------- 02:00 0.15 0.01 0.38 0.01 0.29 1.93 0.27 0.10
 -------- 03:00 0.16 0.01 0.33 0.01 0.26 1.89 0.32 0.10
 -------- 04:00 0.19 0.01 0.33 0.01 0.27 1.89 0.43 0.10
 24.01.13 05:00 0.26 0.02 0.38 0.01 0.13 2.11 0.76 0.14
 -------- 06:00 0.30 0.02 0.38 0.01 0.12 2.23 0.78 0.13
 -------- 07:00 0.27 0.01 0.38 0.01 0.13 2.11 0.70 0.12
 -------- 08:00 0.27 0.02 0.33 0.01 0.18 1.97 0.62 0.10
 -------- 09:00 0.27 0.02 0.46 0.01 0.17 2.12 0.65 0.09
 24.01.13 10:00 0.23 0.02 0.46 0.02 0.21 2.14 0.55 0.12
 -------- 11:00 0.15 0.02 0.38 0.03 0.25 1.80 0.29 0.08
 -------- 12:00 0.15 0.01 0.12 0.04 0.24 1.79 0.31 0.09
 -------- 13:00 0.13 0.01 ---- 0.04 0.27 1.75 0.33 0.06
 -------- 14:00 0.13 0.01 ---- 0.03 0.30 1.72 0.29 0.07
 24.01.13 15:00 0.12 0.01 ---- 0.03 0.28 1.70 0.24 0.06
 -------- 16:00 0.11 0.01 ---- 0.02 0.29 1.71 0.25 0.07
 -------- 17:00 0.09 0.00 ---- 0.04 0.33 1.67 0.10 0.05
 -------- 18:00 0.07 ---- ---- 0.09 0.33 1.60 0.03 0.02
 -------- 19:00 0.05 ---- ---- 0.13 0.29 1.57 0.02 0.02
 24.01.13 20:00 0.06 ---- ---- 0.11 0.31 1.56 0.02 0.02
 -------- 21:00 0.06 ---- ---- 0.09 0.32 1.60 0.02 0.02
 -------- 22:00 0.05 ---- ---- 0.16 0.28 1.58 0.01 0.02
 -------- 23:00 0.04 ---- ---- 0.21 0.23 1.56 0.01 0.02
 -------- 00:00 0.04 0.00 0.12 0.28 0.19 1.54 0.01 0.02
 25.01.13 01:00 0.04 0.01 0.12 0.25 0.21 1.53 0.01 0.02
 -------- 02:00 0.04 0.00 ---- 0.17 0.26 1.54 0.01 0.02
 -------- 03:00 0.04 0.00 ---- 0.19 0.26 1.58 0.00 0.02
 -------- 04:00 0.04 0.00 ---- 0.16 0.27 1.58 0.01 0.03
 -------- 05:00 0.04 0.00 0.25 0.15 0.27 1.60 0.01 0.03
 25.01.13 06:00 0.05 0.00 0.19 0.12 0.30 1.58 0.02 0.02
 -------- 07:00 0.04 0.00 ---- 0.08 0.33 1.56 0.03 0.03
 -------- 08:00 0.04 0.00 ---- 0.06 0.33 1.60 0.04 0.03
 -------- 09:00 0.04 0.01 ---- 0.16 0.26 1.59 0.02 0.02
 -------- 10:00 0.05 0.01 ---- 0.14 0.27 1.61 0.04 0.05
 25.01.13 11:00 0.04 0.01 ---- 0.21 0.22 1.58 0.05 0.04
 -------- 12:00 0.04 0.01 ---- 0.22 0.21 1.58 0.07 0.04
 -------- 13:00 0.04 0.01 ---- 0.19 0.24 1.64 0.11 0.04
 -------- 14:00 0.05 0.01 ---- 0.15 0.27 1.66 0.14 0.04
 -------- 15:00 0.05 0.01 ---- 0.14 0.27 1.64 0.13 0.04
 25.01.13 16:00 0.05 0.01 0.12 0.13 0.29 1.69 0.09 0.04
 -------- 17:00 0.05 0.00 ---- 0.11 0.31 1.62 0.05 0.04
 -------- 18:00 0.06 0.00 ---- 0.04 0.38 1.61 0.05 0.04
 -------- 19:00 0.05 0.00 ---- 0.03 0.39 1.65 0.04 0.04
 -------- 20:00 0.05 0.00 0.17 0.05 0.36 1.71 0.03 0.04
 25.01.13 21:00 0.05 0.00 0.12 0.08 0.33 1.67 0.02 0.03
 -------- 22:00 0.06 0.00 0.12 0.04 0.34 1.66 0.04 0.03
 -------- 23:00 0.06 0.00 ---- 0.04 0.33 1.63 0.05 0.03
